order_id,customer_id,product_name,product_category,quantity,unit_price,cost,order_date
1145,CUST035,USB Microphone,Electronics,1,119.99,60.00,2024-07-20
1146,CUST075,Tape Measure,Office,2,12.99,6.50,2024-07-22
1147,CUST036,Salt and Pepper Set,Home,1,25.99,13.00,2024-07-25
1148,CUST076,Gaming Headset,electronics,1,189.99,95.00,2024-07-28
1149,CUST037,Glue Sticks,office,5,8.99,4.50,2024-07-30
1150,CUST077,Jewelry Box,home,1,65.99,33.00,2024-08-02
1151,CUST038,Smart Plug,Electronics,2,19.99,10.00,2024-08-05
1152,CUST078,Toner Cartridge,Office,1,89.99,45.00,2024-08-08
1153,CUST039,Pot Holders,Home,2,14.99,7.50,2024-08-10
1154,CUST079,Webcam Cover,electronics,3,9.99,5.00,2024-08-12
1155,CUST040,Ring Binder,office,2,16.99,8.50,2024-08-15
1156,CUST080,Throw Pillows,home,2,35.99,18.00,2024-08-18
1157,CUST041,Portable Monitor,Electronics,1,299.99,150.00,2024-08-20
1158,CUST001,Desk Blotter,Office,1,25.99,13.00,2024-08-22
1159,CUST081,Utensil Holder,Home,1,19.99,10.00,2024-08-25
1160,CUST002,Bluetooth Tracker,electronics,2,29.99,15.00,2024-08-28
1161,CUST082,Wall Planner,office,1,32.99,16.50,2024-08-30
1162,CUST003,Key Holder,home,1,22.99,11.50,2024-09-05
1163,CUST083,Wireless Keyboard,Electronics,1,89.99,45.00,2024-09-12
1164,CUST004,Invoice Book,Office,3,14.99,7.50,2024-09-18
1165,CUST084,Garden Gnome,Home,1,28.99,14.50,2024-09-25
1166,CUST005,Smart Scale,electronics,1,69.99,35.00,2024-10-02
1167,CUST085,Receipt Book,office,2,12.99,6.50,2024-10-08
1168,CUST006,Watering Can,home,1,24.99,12.50,2024-10-15
1169,CUST086,Fitness Band,Electronics,1,129.99,65.00,2024-10-20
1170,CUST007,Accordion File,Office,1,39.99,20.00,2024-10-25
1171,CUST087,Plant Stand,Home,1,55.99,28.00,2024-10-28
1172,CUST008,Phone Holder,electronics,2,16.99,8.50,2024-11-02
1173,CUST088,Label Tape,office,4,9.99,5.00,2024-11-05
1174,CUST009,Wind Chimes,home,1,35.99,18.00,2024-11-08
1175,CUST089,Car Charger,Electronics,1,22.99,11.50,2024-11-10
1176,CUST010,Archive Box,Office,3,18.99,9.50,2024-11-12
1177,CUST090,Bird Feeder,Home,1,42.99,21.50,2024-11-15
1178,CUST011,Travel Adapter,electronics,1,35.99,18.00,2024-11-18
1179,CUST091,Bank Bags,office,5,6.99,3.50,2024-11-20
1180,CUST012,Garden Hose,home,1,45.99,23.00,2024-11-22
1181,CUST092,Dash Cam,Electronics,1,119.99,60.00,2024-11-25
1182,CUST013,Paper Clips Dispenser,Office,1,15.99,8.00,2024-11-28
1183,CUST093,Outdoor Thermometer,Home,1,26.99,13.50,2024-11-30
1184,CUST014,Laptop Sleeve,electronics,1,45.99,23.00,2024-12-02
1185,CUST094,Memo Pad,office,6,7.99,4.00,2024-12-05
1186,CUST015,Patio Umbrella,home,1,189.99,95.00,2024-12-08
1187,CUST095,Car Phone Mount,Electronics,1,29.99,15.00,2024-12-10
1188,CUST016,Appointment Book,Office,1,22.99,11.50,2024-12-12
1189,CUST096,Lawn Sprinkler,Home,1,65.99,33.00,2024-12-15
1190,CUST017,Screen Protector,electronics,2,19.99,10.00,2024-12-18
1191,CUST097,Pencil Sharpener,office,1,18.99,9.50,2024-12-20
1192,CUST018,Garden Tools Set,home,1,89.99,45.00,2024-12-22
1193,CUST098,Wireless Charger Stand,Electronics,1,39.99,20.00,2024-12-25
1194,CUST019,Cash Box,Office,1,35.99,18.00,2024-12-28
1195,CUST099,Planters,Home,3,24.99,12.50,2024-12-30
1196,CUST020,Noise Cancelling Headphones,electronics,1,249.99,125.00,2024-01-03
1197,CUST100,Desk Flag,office,2,12.99,6.50,2024-01-06
1198,CUST021,Solar Lights,home,4,19.99,10.00,2024-01-08
1199,CUST001,Smart TV Box,Electronics,1,99.99,50.00,2024-01-10
1200,CUST101,Visitor Badge,Office,5,8.99,4.50,2024-01-12
1201,CUST022,Deck Chairs,Home,2,125.99,63.00,2024-01-15
1202,CUST102,Gaming Controller,electronics,1,69.99,35.00,2024-01-18
1203,CUST023,File Sorter,office,1,32.99,16.50,2024-01-20
1204,CUST103,BBQ Grill Cover,home,1,45.99,23.00,2024-01-22
1205,CUST024,Bluetooth Receiver,Electronics,1,35.99,18.00,2024-01-25
1206,CUST104,Document Holder,Office,2,24.99,12.50,2024-01-28
1207,CUST025,Outdoor Mat,Home,1,32.99,16.50,2024-01-30
1208,CUST105,Smart Ring,electronics,1,299.99,150.00,2024-02-02
1209,CUST026,Paper Clips Magnetic,office,3,11.99,6.00,2024-02-05
1210,CUST106,Garden Bench,home,1,189.99,95.00,2024-02-08
1211,CUST027,Phone Stand Adjustable,Electronics,1,25.99,13.00,2024-02-10
1212,CUST107,Stamp Pad,Office,2,14.99,7.50,2024-02-12
1213,CUST028,Fire Pit,Home,1,299.99,150.00,2024-02-15
1214,CUST108,Wireless Presenter Remote,electronics,1,55.99,28.00,2024-02-18
1215,CUST029,Double Sided Tape,office,4,9.99,5.00,2024-02-20
1216,CUST109,Hanging Basket,home,2,28.99,14.50,2024-02-22
1217,CUST030,Smart Home Hub,Electronics,1,149.99,75.00,2024-02-25
1218,CUST110,Paper Trimmer,Office,1,69.99,35.00,2024-02-28
1219,CUST031,Outdoor Cushions,Home,2,45.99,23.00,2024-03-05
1220,CUST111,Wireless Earphone Case,electronics,1,19.99,10.00,2024-03-12
1221,CUST032,Hole Reinforcement,office,5,5.99,3.00,2024-03-18
1222,CUST112,Tiki Torches,home,4,22.99,11.50,2024-03-25
1223,CUST033,Smart Door Lock,Electronics,1,199.99,100.00,2024-04-02
1224,CUST113,Report Covers,Office,3,16.99,8.50,2024-04-08
1225,CUST034,Pool Float,Home,1,35.99,18.00,2024-04-15
1226,CUST114,Wireless Gaming Mouse,electronics,1,89.99,45.00,2024-04-22
1227,CUST035,Binding Combs,office,4,12.99,6.50,2024-04-28
1228,CUST115,Hammock,home,1,89.99,45.00,2024-05-05
1229,CUST036,Smart Glasses,Electronics,1,399.99,200.00,2024-05-12
1230,CUST116,Name Tags,Office,6,7.99,4.00,2024-05-18
1231,CUST037,Outdoor Rugs,Home,1,65.99,33.00,2024-05-25
1232,CUST117,Tablet Stylus,electronics,2,24.99,12.50,2024-06-02
1233,CUST038,Divider Tabs,office,2,18.99,9.50,2024-06-08
1234,CUST118,Garden Statue,home,1,125.99,63.00,2024-06-15
1235,CUST039,Smart Pen,Electronics,1,149.99,75.00,2024-06-20
1236,CUST119,Banker Boxes,Office,5,14.99,7.50,2024-06-25
1237,CUST040,Patio Heater,Home,1,249.99,125.00,2024-06-28
1238,CUST120,Wireless Presenter Pointer,electronics,1,45.99,23.00,2024-07-02
1239,CUST041,Clear Folders,office,3,11.99,6.00,2024-07-05
1240,CUST001,Garden Fountain,home,1,189.99,95.00,2024-07-08
1241,CUST121,Smart Badge,Electronics,1,79.99,40.00,2024-07-10
1242,CUST002,Rubber Stamps Custom,Office,1,32.99,16.50,2024-07-12
1243,CUST122,Gazebo,Home,1,399.99,200.00,2024-07-15
1244,CUST003,Portable Scanner,electronics,1,129.99,65.00,2024-07-18
1245,CUST123,Paper Fasteners,office,4,8.99,4.50,2024-07-20
1246,CUST004,Outdoor Speakers,home,2,89.99,45.00,2024-07-22
1247,CUST124,Smart Mirror,Electronics,1,299.99,150.00,2024-07-25
1248,CUST005,Address Labels,Office,5,9.99,5.00,2024-07-28
1249,CUST125,Pool Noodles,Home,6,12.99,6.50,2024-07-30
1250,CUST006,Wireless Printer,electronics,1,189.99,95.00,2024-08-02
